rowID,studyID,armID,study_name,manga,study_year,pub_year,drug_name,drug_abbrev,Ntotal,Published,age_mean,age_sd,_Female,Dosing_schedule,Dose_range,Sponsoredbythisdrugcompanyo,Investigational_Comparator,ascale,baseline_mean,V,mean_efficacy,Imputation,Responders,IMPUTEDresp,Unpublished,Recruitment,type,Patient_status,Placebo_run_in,weeks,Rescue_med,Sequence_generation,Allocation_concealment,Blinding_participant,Blinding_therapist,Blinding_assessor,AP,Selective_reporting_bias,dropoutSTUDY,dropoutARM,dropoutDIFF,OverallRoB,PLAresp,Narms,PLAprop,Overall_arm_RoB,PC,PLAprob,PC2,PC3,t
m25,248,2,Kamijima2013 (japicCTI-090733),0,2013,2013,milnacipran,miln,604,R from pub data and no or inadequate unpub data,36.29999924,10.5,0.51,Fixed,Licensed,Yes,Investigational,HAMD17,22.20000076,9,9.6,Others,338,0,No,Asia,Multi-center,Both,Yes,9,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,NA,0.179401993,0.011758228,Low risk,NA,3,0,Moderate risk,0,0,0,0,10
m26,248,3,Kamijima2013 (japicCTI-090733),0,2013,2013,paroxetine,paro,301,R from pub data and no or inadequate unpub data,36.6,11.1,0.545,Flexible,Licensed,No,Comparator,HAMD17,22.1,9,9,Others,171,0,No,Asia,Multi-center,Both,Yes,9,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,0.191160221,0.186046512,0.005113709,Low risk,NA,3,0,Low risk,0,0,0,0,13
mi33,258,1,vanMoffaert1995b,0,1995,1995,mirtazapine,mirt,100,R from pub data and no or inadequate unpub data,46.1,10.8,0.69,Flexible,Licensed,Yes,Investigational,HAMD17,29.2,6,15.74468085,Others,61,0,No,Europe,Multi-center,Inpatients only,Unclear,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,NA,0.26,0.015,Moderate risk,NA,2,0,Moderate risk,0,0,0,0,11
mi34,258,2,vanMoffaert1995b,0,1995,1995,trazodone,traz,100,R from pub data and no or inadequate unpub data,46.3,12.6,0.71,Flexible,Licensed,No,Comparator,HAMD17,27.5,6,13,Others,51,0,No,Europe,Multi-center,Inpatients only,Unclear,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0.245,0.23,0.015,Moderate risk,NA,2,0,Moderate risk,0,0,0,0,16
mi42,262,2,Wheatley1998,1,1996,1998,fluoxetine,fluo,67,R from pub data and no or inadequate unpub data,47.5,14.8,NA,Flexible,Licensed,No,Comparator,HAMD17,26.1,6,-10.3,Others,28,0,No,Europe,Multi-center,Both,Yes,6,No,Low risk of bias,Low risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,0.285714286,0.313432836,0.02771855,Low risk,NA,2,0,Low risk,0,0,0,0,8
mi41,262,1,Wheatley1998,1,1996,1998,mirtazapine,mirt,66,R from pub data and no or inadequate unpub data,47.2,15.3,NA,Flexible,Licensed,Yes,Investigational,HAMD17,26,6,-14.2,Others,39,0,No,Europe,Multi-center,Both,Yes,6,No,Low risk of bias,Low risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,NA,0.257575758,0.028138528,Low risk,NA,2,0,Moderate risk,0,0,0,0,11
mi44,263,2,Leinonen1999 (Agren1995),1,1999,1999,citalopram,cita,133,R from pub data and no or inadequate unpub data,41.1,10.8,NA,Flexible,Licensed,No,Comparator,MADRS,29.1,8,8.9,Others,117,0,No,Europe,Multi-center,Both,Yes,8,Yes,Low risk of bias,Low risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0.096296296,0.060150376,0.03614592,Low risk,NA,2,0,Low risk,0,0,0,0,4
mi43,263,1,Leinonen1999 (Agren1995),1,1999,1999,mirtazapine,mirt,137,R from pub data and no or inadequate unpub data,42.1,12.3,NA,Flexible,Licensed,Yes,Investigational,MADRS,29.6,8,9.1,Others,116,0,No,Europe,Multi-center,Both,Yes,8,Yes,Low risk of bias,Low risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,NA,0.131386861,0.035090565,Low risk,NA,2,0,Moderate risk,0,0,0,0,11
mi45,264,1,Benkert2000 (E-1559),1,2000,2000,mirtazapine,mirt,139,R can come both from pub and unpub data and match,47.2,11.1,NA,Flexible,Licensed,Yes,Investigational,HAMD17,22.4,6,10.7,Others,74,0,Yes,Europe,Multi-center,Outpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,NA,0.215827338,0.013263571,Moderate risk,NA,2,0,Moderate risk,0,0,0,0,11
mi46,264,2,Benkert2000 (E-1559),1,2000,2000,paroxetine,paro,136,R can come both from pub and unpub data and match,47.3,10.3,NA,Flexible,Licensed,No,Comparator,HAMD17,22.4,6,11.9,Others,66,0,Yes,Europe,Multi-center,Outpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0.229090909,0.242647059,0.01355615,Moderate risk,NA,2,0,Moderate risk,0,0,0,0,13
mi49,265,1,Schatzberg2002 (003-901),1,2002,2002,mirtazapine,mirt,128,R can come both from pub and unpub data and match,71.7,5.7,NA,Flexible,Licensed,Yes,Investigational,HAMD17,22.2,8,-9.22,Others,72,0,Yes,North America,Multi-center,Outpatients only,Unclear,8,Yes,Low risk of bias,Unclear risk of bias,Low risk of bias,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,NA,0.2265625,0.041154035,Low risk,NA,2,0,Moderate risk,0,0,0,0,11
mi50,265,2,Schatzberg2002 (003-901),1,2002,2002,paroxetine,paro,126,R can come both from pub and unpub data and match,72,5.1,NA,Flexible,Licensed,No,Comparator,HAMD17,22.4,8,-7.29,Others,60,0,Yes,North America,Multi-center,Outpatients only,Unclear,8,Yes,Low risk of bias,Unclear risk of bias,Low risk of bias,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0.267716535,0.30952381,0.041807274,Low risk,NA,2,0,Low risk,0,0,0,0,13
mi52,266,2,Hong2003 (22521),1,2000,2003,fluoxetine,fluo,66,R can come both from pub and unpub data and match,47.1,15.5,NA,Flexible,Licensed,No,Comparator,HAMD17,24.3,6,14,Others,30,0,Yes,Asia,Multi-center,Outpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0.393939394,0.333333333,0.060606061,Moderate risk,NA,2,0,Moderate risk,0,0,0,0,8
mi51,266,1,Hong2003 (22521),1,2000,2003,mirtazapine,mirt,66,R can come both from pub and unpub data and match,47.2,14.7,NA,Flexible,Licensed,Yes,Investigational,HAMD17,23.1,6,11.3,Others,35,0,Yes,Asia,Multi-center,Outpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,NA,0.454545455,0.060606061,Moderate risk,NA,2,0,High risk,0,0,0,0,11
mi53,267,1,"Behnke2003 (E-1690, Kjernisted2002)",1,2003,2003,mirtazapine,mirt,176,R can come both from pub and unpub data and match,42,11,NA,Flexible,Licensed,Yes,Investigational,HAMD17,NA,8,NA,Others,117,0,Yes,NA,Multi-center,Other/Unclear/Not stated,No,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,NA,0.232954545,0.021971886,Moderate risk,NA,2,0,Moderate risk,0,0,0,0,11
mi54,267,2,"Behnke2003 (E-1690, Kjernisted2002)",1,2003,2003,sertraline,sert,170,R can come both from pub and unpub data and match,41,12,NA,Flexible,Licensed,No,Comparator,HAMD17,NA,8,NA,Others,114,0,Yes,NA,Multi-center,Other/Unclear/Not stated,No,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0.210982659,0.188235294,0.022747365,Moderate risk,NA,2,0,Moderate risk,0,0,0,0,15
mi55,268,1,Wade2003 (E-1721),1,2003,2003,mirtazapine,mirt,99,No pub data and R from unpub data,40,14.3,NA,Flexible,Licensed,Yes,Investigational,HAMD17,23.8,8,NA,OC,35,1,Yes,Europe,Multi-center,Outpatients only,No,12,No,Unclear risk of bias,Low risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Unclear risk of bias,NA,0.404040404,0.003025176,Low risk,NA,2,0,Moderate risk,0,0,0,0,11
mi56,268,2,Wade2003 (E-1721),1,2003,2003,paroxetine,paro,98,No pub data and R from unpub data,40,11.7,NA,Flexible,Licensed,No,Comparator,HAMD17,24.4,8,NA,OC,40,1,Yes,Europe,Multi-center,Outpatients only,No,12,No,Unclear risk of bias,Low risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Unclear risk of bias,0.401015228,0.397959184,0.003056045,Low risk,NA,2,0,Low risk,0,0,0,0,13
mi58,269,2,Winokur2003,1,2003,2003,fluoxetine,fluo,12,R imputed from pub data and no or inadequate unpub data,43.5,NA,NA,Flexible,Licensed,No,Comparator,HAMD21,26.7,8,12.2,Others,6,1,No,North America,Unclear,Other/Unclear/Not stated,No,8,No,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,0.05,0.083333333,0.033333333,Low risk,NA,2,0,Low risk,0,0,0,0,8
mi57,269,1,Winokur2003,1,2003,2003,mirtazapine,mirt,8,R imputed from pub data and no or inadequate unpub data,40.9,NA,NA,Flexible,Licensed,Yes,Investigational,HAMD21,25.6,8,7.1,Others,8,1,No,North America,Unclear,Other/Unclear/Not stated,No,8,No,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,NA,0,0.05,Low risk,NA,2,0,Moderate risk,0,0,0,0,11
mi60,270,2,Amini2005,1,2005,2005,fluoxetine,fluo,18,R from pub data and no or inadequate unpub data,37.7,11.3,NA,Fixed,Licensed,No,Unclear,HAMD17,24.8,6,NA,LOCF,8,0,No,Asia,Single center,Both,No,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0.138888889,0.166666667,0.027777778,Low risk,NA,2,0,Low risk,0,0,0,0,8
mi59,270,1,Amini2005,1,2005,2005,mirtazapine,mirt,18,R from pub data and no or inadequate unpub data,35,10.6,NA,Fixed,Licensed,No,Unclear,HAMD17,25.8,6,NA,LOCF,12,0,No,Asia,Single center,Both,No,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,NA,0.111111111,0.027777778,Low risk,NA,2,0,Low risk,0,0,0,0,11
mi62,271,2,Versiani2005,1,2005,2005,fluoxetine,fluo,149,R from pub data and no or inadequate unpub data,47,NA,NA,Flexible,Licensed,No,Comparator,HAMD17,28,8,12.7,LOCF,104,0,No,NA,Multi-center,Other/Unclear/Not stated,Yes,8,No,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,0.108843537,0.120805369,0.011961832,Low risk,NA,2,0,Low risk,0,0,0,0,8
mi61,271,1,Versiani2005,1,2005,2005,mirtazapine,mirt,145,R from pub data and no or inadequate unpub data,43,NA,NA,Flexible,Licensed,Yes,Investigational,HAMD17,29,8,12.7,LOCF,106,0,No,NA,Multi-center,Other/Unclear/Not stated,Yes,8,No,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,NA,0.096551724,0.012291813,Low risk,NA,2,0,Moderate risk,0,0,0,0,11
mi63,272,1,Szegedi2006,1,2006,2006,mirtazapine,mirt,130,R from pub data and no or inadequate unpub data,NA,NA,NA,Fixed,Licensed,Yes,investigational,HAMD17,24.6,6,-11.6,LOCF,72,0,No,Europe,Multi-center,Outpatients only,No,6,Unclear,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,NA,0.3,0.033333333,Low risk,NA,2,0,Moderate risk,0,0,0,0,11
mi64,272,2,Szegedi2006,1,2006,2006,venlafaxine,venl,128,R from pub data and no or inadequate unpub data,NA,NA,NA,Fixed,Licensed,No,Comparator,HAMD17,24.9,6,-12.3,LOCF,62,0,No,Europe,Multi-center,Outpatients only,No,6,Unclear,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0.333333333,0.3671875,0.033854167,Low risk,NA,2,0,Low risk,0,0,0,0,17
mi82,277,2,"Murasaki2010a (iQWIG22532, Schoemaker2002)",1,2000,2002,fluvoxamine,fluv,105,R can come both from pub and unpub data and match,39.4,12.7,0.638,Flexible,Licensed,No,Comparator,HAMD17,25.1,6,10,LOCF,70,0,Yes,Europe,Multi-center,Outpatients only,No,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,0.196172249,0.180952381,0.015219868,Low risk,NA,2,0,Low risk,0,0,0,0,9
mi81,277,1,"Murasaki2010a (iQWIG22532, Schoemaker2002)",1,2000,2002,mirtazapine,mirt,104,R can come both from pub and unpub data and match,42,12.1,0.68,Flexible,Licensed,Yes,Investigational,HAMD17,25.1,6,10.7,LOCF,61,0,Yes,Europe,Multi-center,Outpatients only,No,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,NA,0.211538462,0.015366213,Low risk,NA,2,0,Moderate risk,0,0,0,0,11
mi84,278,2,"Murasaki2010b (iQWIG9902, Schoemaker2002)",1,2002,2002,fluvoxamine,fluv,102,R can come both from pub and unpub data but do not match,42.2,12.9,0.392,Flexible,Licensed,No,Comparator,HAMD17,22.5,6,10.5,LOCF,57,0,Yes,Asia,Multi-center,Outpatients only,No,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,0.226600985,0.215686275,0.010914711,Low risk,NA,2,0,Low risk,0,0,0,0,9
mi83,278,1,"Murasaki2010b (iQWIG9902, Schoemaker2002)",1,2002,2002,mirtazapine,mirt,101,R can come both from pub and unpub data but do not match,40.7,11.8,0.495,Flexible,Licensed,Yes,Investigational,HAMD17,22.9,6,8.9,LOCF,71,0,Yes,Asia,Multi-center,Outpatients only,No,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,NA,0.237623762,0.011022777,Low risk,NA,2,0,Moderate risk,0,0,0,0,11
mi85,279,1,Benkert2006(C-1763),1,2003,2006,mirtazapine,mirt,140,No pub data and R from unpub data,46.4,11.1,0.562,Fixed,Licensed,Yes,Investigational,HAMD17,24.6,6,-12.6,LOCF,70,0,Yes,Europe,Multi-center,Outpatients only,No,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,NA,0.278571429,0.034155844,Low risk,NA,2,0,Moderate risk,0,0,0,0,11
mi86,279,2,Benkert2006(C-1763),1,2003,2006,venlafaxine,venl,135,No pub data and R from unpub data,45.1,12.7,0.586,Fixed,Licensed,No,Comparator,HAMD17,24.9,6,-11.7,LOCF,56,0,Yes,Europe,Multi-center,Outpatients only,No,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,0.312727273,0.348148148,0.035420875,Low risk,NA,2,0,Low risk,0,0,0,0,17
mi87,280,1,E-1569,0,1996,NA,mirtazapine,mirt,73,No pub data and R from unpub data,46.5,12.5,0.681,Flexible,Licensed,Yes,Investigational,HAMD17,24.6,6,-12.2,LOCF,40,0,Yes,Europe,Multi-center,Outpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,NA,0.123287671,0.015179563,Low risk,NA,2,0,Moderate risk,0,0,0,0,11
mi88,280,2,E-1569,0,1996,NA,paroxetine,paro,75,No pub data and R from unpub data,43,12.5,0.694,Flexible,Licensed,No,Comparator,HAMD17,25.7,6,-15,LOCF,48,0,Yes,Europe,Multi-center,Outpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,0.108108108,0.093333333,0.014774775,Low risk,NA,2,0,Low risk,0,0,0,0,13
mi89,281,1,"Debonnel2000 (Blier2009, iQWIG E-1639)",0,2000,2009,mirtazapine,mirt,21,Inadequate pub data and R from unpub data,45.9,9.1,0.286,Flexible,Licensed,Yes,Investigational,HAMD17,24,6,15.9,LOCF,4,0,Yes,North America,Single center,Other/Unclear/Not stated,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,NA,0,0.071428571,Moderate risk,NA,3,0,High risk,0,0,0,0,11
mi90,281,2,"Debonnel2000 (Blier2009, iQWIG E-1639)",0,2000,2009,paroxetine,paro,21,Inadequate pub data and R from unpub data,39.7,11.8,0.476,Flexible,Licensed,No,Comparator,HAMD17,24.2,6,12.8,LOCF,9,0,Yes,North America,Single center,Other/Unclear/Not stated,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,0.071428571,0.142857143,0.071428571,Moderate risk,NA,3,0,Moderate risk,0,0,0,0,13
n04,284,2,Armitage1997,0,1997,1997,fluoxetine,fluo,21,R imputed from pub data and no or inadequate unpub data,37.2,10.5,0.76,Flexible,Licensed,No,Comparator,HAMD17,23.6,8,-12.1,LOCF,11,1,No,North America,Multi-center,Outpatients only,Unclear,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0.23255814,0.238095238,0.005537099,Moderate risk,NA,2,0,Moderate risk,0,0,0,0,8
n03,284,1,Armitage1997,0,1997,1997,nefazodone,nefa,22,R imputed from pub data and no or inadequate unpub data,37.1,8.4,0.5,Flexible,Licensed,Yes,Investigational,HAMD17,23.5,8,-12,LOCF,11,1,No,North America,Multi-center,Outpatients only,Unclear,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,NA,0.227272727,0.005285412,Moderate risk,NA,2,0,Moderate risk,0,0,0,0,12
n05,285,1,Baldwin1996,0,1996,1996,nefazodone,nefa,105,R from pub data and no or inadequate unpub data,38.3,NA,0.6,Flexible,Licensed,Yes,Investigational,HAMD17,24.6,8,-9.7,LOCF,58,0,No,Europe,Multi-center,Outpatients only,Unclear,8,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,NA,0.266666667,0.005177994,Moderate risk,NA,2,0,Moderate risk,0,0,0,0,12
n06,285,2,Baldwin1996,0,1996,1996,paroxetine,paro,101,R from pub data and no or inadequate unpub data,37.9,NA,0.5,Flexible,Licensed,No,Comparator,HAMD17,24.8,8,-10.5,LOCF,58,0,No,Europe,Multi-center,Outpatients only,Unclear,8,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0.27184466,0.277227723,0.005383063,Moderate risk,NA,2,0,Moderate risk,0,0,0,0,13
n08,286,2,Berlanga1997,0,1997,1997,fluoxetine,fluo,37,R from pub data and no or inadequate unpub data,39.9,13.38207757,0.76,Flexible,Licensed,No,Comparator,HAMD17,23.7,8,-12.4,LOCF,18,0,No,South America,Multi-center,Outpatients only,Unclear,8,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0.135135135,0.054054054,0.081081081,Moderate risk,NA,2,0,Moderate risk,0,0,0,0,8
n07,286,1,Berlanga1997,0,1997,1997,nefazodone,nefa,37,R from pub data and no or inadequate unpub data,41.5,12.77380131,0.78,Flexible,Licensed,Yes,Investigational,HAMD17,25.1,8,-12.3,LOCF,17,0,No,South America,Multi-center,Outpatients only,Unclear,8,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,NA,0.216216216,0.081081081,Moderate risk,NA,2,0,High risk,0,0,0,0,12
n16,289,1,Feiger1996,0,1996,1996,nefazodone,nefa,78,R from pub data and no or inadequate unpub data,44.5,11.48128913,0.55,Flexible,Licensed,Yes,Investigational,HAMD17,23.3,6,11.7,LOCF,42,0,No,North America,Multi-center,Outpatients only,Unclear,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,NA,0.243589744,0.000160256,Moderate risk,NA,2,0,Moderate risk,0,0,0,0,12
n17,289,2,Feiger1996,0,1996,1996,sertraline,sert,82,R from pub data and no or inadequate unpub data,43.1,9.960923652,0.48,Flexible,Licensed,No,Comparator,HAMD17,23.3,6,11.7,LOCF,41,0,No,North America,Multi-center,Outpatients only,Unclear,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0.24375,0.243902439,0.000152439,Moderate risk,NA,2,0,Moderate risk,0,0,0,0,15
n24,292,2,Gillin1997,0,1997,1997,fluoxetine,fluo,20,R imputed from pub data and no or inadequate unpub data,36.7,8.497058314,0.7,Flexible,Licensed,No,Comparator,HAMD17,23.2,8,-10.3,LOCF,8,1,No,North America,Multi-center,Outpatients only,Unclear,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0.181818182,0.15,0.031818182,Low risk,NA,2,0,Low risk,0,0,0,0,8
n23,292,1,Gillin1997,0,1997,1997,nefazodone,nefa,24,R imputed from pub data and no or inadequate unpub data,35.3,8.818163074,0.67,Flexible,Licensed,Yes,Investigational,HAMD17,22.9,8,-11.5,LOCF,12,1,No,North America,Multi-center,Outpatients only,Unclear,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,NA,0.208333333,0.026515152,Low risk,NA,2,0,Moderate risk,0,0,0,0,12
n25,293,1,Hicks2002,0,2002,2002,nefazodone,nefa,20,R from pub data and no or inadequate unpub data,42.8,11.9,0.4,Flexible,Licensed,Yes,Investigational,HAMDunspecified,21.6,8,11.3,LOCF,11,0,No,Europe,Single center,Outpatients only,Unclear,24,No,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,NA,0.25,0.05,Low risk,NA,2,0,Moderate risk,0,0,0,0,12
n26,293,2,Hicks2002,0,2002,2002,paroxetine,paro,20,R from pub data and no or inadequate unpub data,43,10.1,0.45,Flexible,Licensed,No,Comparator,HAMDunspecified,22.3,8,8.9,LOCF,16,0,No,Europe,Single center,Outpatients only,Unclear,24,No,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0.2,0.15,0.05,Low risk,NA,2,0,Low risk,0,0,0,0,13
p004,305,2,PAR 29060.318 (HP/82/64A),0,1983,NA,amitriptyline,amit,12,Inadequate pub data and R from unpub data,50.1,8.2,1,Fixed,Licensed,No,Comparator,NA,NA,NA,NA,Others,3,0,Yes,Europe,Single center,Inpatients only,Yes,7,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0.142857143,0.166666667,0.023809524,Low risk,NA,2,0,Low risk,0,0,0,0,2
p003,305,1,PAR 29060.318 (HP/82/64A),0,1983,NA,paroxetine,paro,9,Inadequate pub data and R from unpub data,47.3,10.1,1,Fixed,Licensed,Yes,Investigational,NA,NA,NA,NA,Others,4,0,Yes,Europe,Single center,Inpatients only,Yes,7,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,NA,0.111111111,0.031746032,Low risk,NA,2,0,Moderate risk,0,0,0,0,13
p008,307,2,PAR 29060.310 (HP 81/85A),0,1984,NA,amitriptyline,amit,13,Inadequate pub data and R from unpub data,43.7,10.2,0.5,Fixed,Licensed,No,Comparator,NA,NA,NA,NA,Others,5,0,Yes,Europe,Single center,Other/Unclear/Not stated,Yes,7,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0.391304348,0.384615385,0.006688963,Moderate risk,NA,2,0,Moderate risk,0,0,0,0,2
p007,307,1,PAR 29060.310 (HP 81/85A),0,1984,NA,paroxetine,paro,10,Inadequate pub data and R from unpub data,39.1,11.9,0.666666667,Fixed,Licensed,Yes,Investigational,NA,NA,NA,NA,Others,2,0,Yes,Europe,Single center,Other/Unclear/Not stated,Yes,7,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,NA,0.4,0.008695652,Moderate risk,NA,2,0,Moderate risk,0,0,0,0,13
p016,311,2,PAR 29060/281,0,1985,NA,amitriptyline,amit,80,No pub data and R from unpub data,38.1,13.1,0.747,Flexible,Licensed,No,Comparator,HAMD21,26.6,6,12.4,Others/Unclear,43,1,Yes,Europe,Single center,Other/Unclear/Not stated,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0.382716049,0.325,0.057716049,Moderate risk,NA,2,0,Moderate risk,0,0,0,0,2
p015,311,1,PAR 29060/281,0,1985,NA,paroxetine,paro,82,No pub data and R from unpub data,39.5,13.1,0.776,Fixed,Licensed,Yes,Investigational,HAMD21,27.8,6,16.1,Others/Unclear,30,1,Yes,Europe,Single center,Other/Unclear/Not stated,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,NA,0.43902439,0.056308341,Moderate risk,NA,2,0,High risk,0,0,0,0,13
p018,312,2,PAR MDUK 032,0,1986,NA,amitriptyline,amit,30,No pub data and R from unpub data,46.2,11.8,NA,Flexible,Licensed,No,Comparator,HAMD17,23.2,8,12.2,Others,14,1,Yes,NA,Multi-center,Outpatients only,Unclear,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Unclear risk of bias,Low risk of bias,0.338983051,0.333333333,0.005649718,Moderate risk,NA,2,0,Moderate risk,0,0,0,0,2
p017,312,1,PAR MDUK 032,0,1986,NA,paroxetine,paro,29,No pub data and R from unpub data,42.6,11.7,NA,Flexible,Licensed,Yes,Investigational,HAMD17,24,8,12,Others,15,1,Yes,NA,Multi-center,Outpatients only,Unclear,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Unclear risk of bias,Low risk of bias,NA,0.344827586,0.005844535,Moderate risk,NA,2,0,Moderate risk,0,0,0,0,13
